,ID,Label,Alt Label 1,Alt Label 2,Definition,Definition Source,RDF Type,Class Type,Parent IRI,Parent IRI,Parent IRI,Parent IRI,Parent IRI,Equivalent ,Equivalent ,Individual,Property Assertions,
1288,http://purl.org/pan-science/PaNET/PaNET01288,scanning x-ray fluorescence,,,,,owl:Class,subclass,x-ray fluorescence,scanning probe imaging,,,,,,,,
1289,http://purl.org/pan-science/PaNET/PaNET01289,soft x-ray imaging,,,,,owl:Class,subclass,x-ray imaging,x-ray probe,,,,,,,,
1290,http://purl.org/pan-science/PaNET/PaNET01290,x-ray diffraction imaging,,,,,owl:Class,subclass,diffraction imaging,x-ray probe,,,,,,,,
1291,http://purl.org/pan-science/PaNET/PaNET01291,scanning angle resolved photoemission spectromicroscopy,,,,,owl:Class,subclass,angle resolved photoemission spectroscopy,scanning probe microscopy,,,,,,,,
1292,http://purl.org/pan-science/PaNET/PaNET01292,nano angle resolved photoemission spectroscopy,nano ARPES,,,,owl:Class,subclass,scanning angle resolved photoemission spectromicroscopy,nanofocussed probe,,,,,,,,
1293,http://purl.org/pan-science/PaNET/PaNET01293,scanning photoelectron microscopy,,,,,owl:Class,subclass,photoemission microscopy,scanning probe,,,,,,,,
1294,http://purl.org/pan-science/PaNET/PaNET01294,x-ray photoemission microscopy,,,,,owl:Class,subclass,photoemission microscopy,x-ray probe,,,,,,,,
1295,http://purl.org/pan-science/PaNET/PaNET01295,x-ray scanning microscopy,scanning x-ray microscopy,,,,owl:Class,subclass,x-ray microscopy,scanning probe,,,,,,,,
1296,http://purl.org/pan-science/PaNET/PaNET01296,high resolution core-level photoemission spectroscopy,,,,,owl:Class,subclass,high resolution photoelectron spectroscopy,atomic core excitation,,,,,,,,
1297,http://purl.org/pan-science/PaNET/PaNET01297,high resolution x-ray photoelectron spectroscopy,HR-XPS,,,,owl:Class,subclass,x-ray photoelectron spectroscopy,high resolution photoelectron spectroscopy,,,,,,,,
1298,http://purl.org/pan-science/PaNET/PaNET01298,elastic neutron scattering spectroscopy,resolution elastic neutron scattering,RENS,,,owl:Class,subclass,elastic scattering,neutron probe,spectroscopy,obtain dynamics,,,,,,
1299,http://purl.org/pan-science/PaNET/PaNET01299,high resolution inelastic neutron scattering,,,,,owl:Class,subclass,inelastic neutron spectroscopy,high energy resolution emission technique,,,,,,,,
1300,http://purl.org/pan-science/PaNET/PaNET01300,x-ray linear dichroism,,,,,owl:Class,subclass,linear dichroism,x-ray probe,,,,,,,,
1301,http://purl.org/pan-science/PaNET/PaNET01301,x-ray magnetochiral dichroism,XMChiD,,,,owl:Class,subclass,magnetochiral dichroism,x-ray probe,,,,,,,,
1302,http://purl.org/pan-science/PaNET/PaNET01302,x-ray natural circular dichroism,XNCD,,,,owl:Class,subclass,natural circular dichroism,x-ray probe,,,,,,,,
1303,http://purl.org/pan-science/PaNET/PaNET01303,x-ray natural linear dichroism,XNLD,,,,owl:Class,subclass,natural linear dichroism,x-ray probe,,,,,,,,
1304,http://purl.org/pan-science/PaNET/PaNET01304,fragment screening,crystallographic fragment screening,,,https://en.wikipedia.org/wiki/Fragment-based_lead_discovery,owl:Class,subclass,macromolecular crystallography,drug fragment binding,,,,,,,,
1305,http://purl.org/pan-science/PaNET/PaNET01305,long wavelength crystallography,,,,,owl:Class,subclass,macromolecular crystallography,tender x-ray probe,,,,,,,,
1306,http://purl.org/pan-science/PaNET/PaNET01306,microfocus macromolecular crystallography,microfocus MX,,,,owl:Class,subclass,macromolecular crystallography,microfocus x-ray scattering,,,,,,,,
1307,http://purl.org/pan-science/PaNET/PaNET01307,nanofocus macromolecular crystallography,nanofocus MX,,,,owl:Class,subclass,macromolecular crystallography,nanofocus x-ray scattering,,,,,,,,
1308,http://purl.org/pan-science/PaNET/PaNET01308,molecular replacement,MR,,,https://en.wikipedia.org/wiki/Molecular_replacement,owl:Class,subclass,macromolecular crystallography,,,,,,,,,
1309,http://purl.org/pan-science/PaNET/PaNET01309,time resolved serial femtosecond crystallography,TR-SFX,,,,owl:Class,subclass,serial femtosecond crystallography,time dependent diffraction,,,,,,,,
1310,http://purl.org/pan-science/PaNET/PaNET01310,fixed target serial synchrotron crystallography,FT-SSX,,,,owl:Class,subclass,serial synchrotron crystallography,,,,,,,,,
1311,http://purl.org/pan-science/PaNET/PaNET01311,lipidic cubic phase serial synchrotron crystallography,LCP-SSX,,,,owl:Class,subclass,serial synchrotron crystallography,macromolecular crystallography,,,,,,,,
1312,http://purl.org/pan-science/PaNET/PaNET01312,time resolved serial synchrotron crystallography,TR-SSX,,,,owl:Class,subclass,serial synchrotron crystallography,time dependent diffraction,,,,,,,,
1313,http://purl.org/pan-science/PaNET/PaNET01313,magnetic x-ray tomography,,,,,owl:Class,subclass,magnetism technique,x-ray tomography,,,,,,,,
1314,http://purl.org/pan-science/PaNET/PaNET01314,correlative light x-ray microscopy,CLXM,,,,owl:Class,subclass,x-ray microscopy,optical microscopy,,,,,,,,
1315,http://purl.org/pan-science/PaNET/PaNET01315,cryo x-ray microscopy,,,,,owl:Class,subclass,x-ray microscopy,,,,,,,,,
1316,http://purl.org/pan-science/PaNET/PaNET01316,grazing incidence wide angle scattering,GIWAXS,,,,owl:Class,subclass,wide angle x-ray scattering,grazing incidence diffraction,,,,,,,,
1317,http://purl.org/pan-science/PaNET/PaNET01317,high resolution angle resolved photoemission spectroscopy,HR-ARPES,,,,owl:Class,subclass,angle resolved photoemission spectroscopy,high resolution photoelectron spectroscopy,,,,,,,,
1318,http://purl.org/pan-science/PaNET/PaNET01318,atomic force microscopy,AFM,,,https://en.wikipedia.org/wiki/Atomic_force_microscopy,owl:Class,subclass,solid probe,force measurement,scanning probe,microscopy,,,,,,
1319,http://purl.org/pan-science/PaNET/PaNET01319,atomic force microscope infrared spectroscopy,AFM-IR,,,https://en.wikipedia.org/wiki/AFM-IR,owl:Class,subclass,atomic force microscopy,infrared spectroscopy,,,,,,,,
1320,http://purl.org/pan-science/PaNET/PaNET01320,fourier transform infrared spectroscopy,FTIR,,,https://en.wikipedia.org/wiki/Fourier-transform_infrared_spectroscopy,owl:Class,subclass,infrared spectroscopy,interferometry technique,,,,,,,,
1321,http://purl.org/pan-science/PaNET/PaNET01321,energy dispersive extended x-ray absorption fine structure,EDE,ED-EXAFS,,,owl:Class,subclass,energy dispersive x-ray spectroscopy,extended x-ray absorption fine structure,,,,,,,,
1322,http://purl.org/pan-science/PaNET/PaNET01322,microfocus x-ray absorption spectroscopy,,,,,owl:Class,subclass,microfocussed probe,x-ray absorption spectroscopy,,,,,,,,
1323,http://purl.org/pan-science/PaNET/PaNET01323,radiotherapy,radiation therapy,,,https://en.wikipedia.org/wiki/Radiation_therapy,owl:Class,subclass,therapy,,,,,,,,,
1324,http://purl.org/pan-science/PaNET/PaNET01324,surface crystallography,obtain surface atomic structure,,,,owl:Class,subclass,obtain atomic structure,,,,,,,,,
1325,http://purl.org/pan-science/PaNET/PaNET01325,borrmann effect,,,,https://en.wikipedia.org/wiki/Borrmann_effect,owl:Class,subclass,x-ray standing wave,single crystal diffraction,dynamical diffraction,,,,,,,
1326,http://purl.org/pan-science/PaNET/PaNET01326,birefringence,,,,,owl:Class,subclass,refraction technique,versus photon linear polarization,,,,,,,,
1327,http://purl.org/pan-science/PaNET/PaNET01327,x-ray birefringence imaging ,XBI,,,https://en.wikipedia.org/wiki/X-ray_birefringence_imaging,owl:Class,subclass,birefringence,x-ray linear dichroism,imaging,,,,,,,
1328,http://purl.org/pan-science/PaNET/PaNET01328,divergent beam diffraction,,,,,owl:Class,subclass,diffraction,,,,,,,,,
1329,http://purl.org/pan-science/PaNET/PaNET01329,kossel lines,,,,,owl:Class,subclass,divergent beam diffraction,x-ray fluorescence,,,,,,,,
1330,http://purl.org/pan-science/PaNET/PaNET01330,diffuse multiple scattering,,,,,owl:Class,subclass,divergent beam diffraction,diffuse scattering,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,Create dataset instances and give them hasTechnique relationship to instances of techniques. Can then use reasoner to search for individuals based on 'hasTechnique some technique' where technique is any of the technique classes above.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,PaNET:dataset,dataset,,,"A dataset in the domain of neutron, muon and accelerator-based light sources",,owl:Class,subclass,owl:Thing,,,,,,,,,
,PaNET:hasTechnique,hasTechnique,,,,,owl:ObjectProperty,,,,,,,,,,,
,PaNET:mySingleCrystalDiffractionTechnique,mySingleCrystalDiffractionTechnique,,,,,single crystal diffraction,,,,,,,,,,,
,PaNET:my_single_crystal_x-ray_diffraction_data_123,my_single_crystal_x-ray_diffraction_data_123,,,,,dataset,,,,,,,,,,mySingleCrystalDiffractionTechnique,
,PaNET:myHighResNeutronPowderDiffractionTechnique,myHighResNeutronPowderDiffractionTechnique,,,,,high resolution neutron powder diffraction,,,,,,,,,,,
,PaNET:my_neutron_powder_diffraction_diffraction_data_55,my_neutron_powder_diffraction_diffraction_data_55,,,,,dataset,,,,,,,,,,myHighResNeutronPowderDiffractionTechnique,
,PaNET:myARPEStechnique,myARPEStechnique,,,,,angle resolved photoemission spectroscopy,,,,,,,,,,,
,PaNET:my_ARPES_data,my_ARPES_data,,,,,dataset,,,,,,,,,,myARPEStechnique,
,PaNET:myMicrofocusX-rayAbsorptionSpectroscopyTechnique,myMicrofocusX-rayAbsorptionSpectroscopyTechnique,,,,,microfocus x-ray absorption spectroscopy,,,,,,,,,,,
,PaNET:my_microfocus_spectrosopy_data,my_microfocus_spectrosopy_data,,,,,dataset,,,,,,,,,,myMicrofocusX-rayAbsorptionSpectroscopyTechnique,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
